Alignment ID,Average Rt(min),Quant mass,Metabolite name,KEGG,Total score,HMDB,Super Class,Class,Sub Class,C115_N,C24_N,D36_N,F20_N,F44_N,G30_N,X117_N,H11_N,H17_N,H35_N,H4_N,R114_N,H46_N,J32_N,J38_N,L28_N,L3_N,L50_N,L6_N,L9_N,L113_N,L112_N,P1_N,P21_N,R25_N,R29_N,R51_N,S15_N,S2_N,W116_N,W14_N,W18_N,W33_N,W37_N,W5_N,X13_N,X22_N,X34_N,X49_N,Y10_N,Y12_N,Y19_N,Y27_N,Y48_N,Y7_N,Y8_N,Z16_N,Z23_N,Z26_N,Z43_N,A41_T,C24_T,C115_T,W116_T,C99_T,D36_T,D65_T,F20_T,F44_T,F69_T,W105_T,J111_T,G30_T,X117_T,G80_T,H11_T,H17_T,H35_T,H4_T,R114_T,H46_T,H63_T,H78_T,H85_T,H91_T,J32_T,J38_T,L28_T,L3_T,L50_T,L52_T,Z58_T,L6_T,L68_T,Y102_T,L75_T,L9_T,L90_T,L95_T,L97_T,L60_T,M72_T,N39_T,O31_T,P1_T,P21_T,P88_T,Q93_T,R25_T,R29_T,R51_T,L64_T,R82_T,S15_T,S2_T,W59_T,J106_T,S86_T,S92_T,T42_T,T45_T,W14_T,W18_T,W33_T,W37_T,W5_T,Y57_T,L61_T,W66_T,L103_T,W73_T,X13_T,X22_T,X34_T,X49_T,L113_T,X94_T,X98_T,Y10_T,Y12_T,Y19_T,Y27_T,Y48_T,L112_T,W101_T,Y7_T,Y8_T,Y89_T,Z16_T,Z23_T,Z26_T,Z43_T,W62_T,M104_T,Z76_T,Z81_T,W108_T,Z84_T,Z87_T,Z96_T
717,13.725,232,L-aspartic acid,C00049,95.3,HMDB0000191,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",38.88541091,43.94671236,46.64346656,15.14875572,22.65124343,45.20608324,26.7567931,27.94788913,54.45472251,41.63120386,43.61150199,45.26548585,32.13914548,42.36858034,21.97028324,42.95417457,46.58321652,33.88983604,21.97862327,29.37274608,46.02398156,38.51435837,48.23575166,40.94087515,26.11132371,37.93572352,34.26872669,29.62811447,35.03957049,56.43947932,38.2381146,32.76562135,43.57168984,47.1282088,30.88676907,28.37838876,0.119222396,26.73562081,35.11977191,28.10209552,42.91197933,37.70146349,22.3116794,22.09012247,24.06978807,33.01629237,45.96259251,39.02566059,42.17646412,33.47751954,28.52221489,9.688497516,18.25421094,17.59315293,8.11505002,11.18801671,20.67506423,10.81211797,22.37000049,30.20915689,22.89273207,9.806028741,14.25433249,12.51153967,15.38256872,16.17298263,12.03779795,11.98278036,14.78810056,5.418981103,11.65608008,25.97718396,20.42406972,20.95500156,32.16833096,29.54059003,23.39794186,28.11044575,11.65764941,9.523968529,19.10906703,20.66589464,25.65393125,10.1914196,12.54536209,11.38522782,8.498651396,21.71985156,27.256893,8.458123653,13.5832293,29.89818906,7.017811101,17.02744454,12.73131531,20.79006162,10.71916421,30.20138952,7.941178088,33.72182171,14.26467021,11.26077745,15.32536966,19.94126437,12.32763659,16.08677375,18.17258263,9.139926882,28.64524091,15.40707608,24.20335064,15.8921222,11.01671908,18.65773938,13.5096531,27.02354995,22.53200778,13.47709812,0.191173787,16.59276086,16.206639,11.03098995,10.5179191,10.45560211,17.55851994,16.83527946,16.99218991,23.62494349,13.25726085,11.58555663,11.96409602,18.90206748,12.05703455,19.28921667,20.25069877,12.61325492,11.67827704,14.56932467,0.587647545,25.81463838,21.61894804,15.8006317,19.59443721,16.14824969,26.90623734,16.06604932,12.30393713,21.40947064,19.32350102,4.64124576
719,13.741,73,Pyroglutamic acid,C01879,95.2,HMDB0000267,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",154.6617485,195.5732345,117.9573815,257.242355,12.87872101,240.3243118,119.7624066,124.6931638,292.7620246,201.4955523,133.7330362,246.0717378,142.6651006,203.6781908,168.1041402,172.8241825,217.9919985,153.9177911,261.5818952,154.6791217,212.5961565,115.9837606,276.6276836,187.6034422,110.7493072,162.52663,138.8358387,116.2647948,157.0426662,346.6875574,166.9419005,151.2297917,187.8482759,261.5240669,140.0253793,248.1450388,172.3434368,118.7281081,163.9964153,126.4387284,201.1107014,173.3520403,236.318116,182.3229704,150.0585085,144.0627548,98.13480876,125.9943364,173.2156977,149.5739372,142.4158818,274.4449067,297.962127,111.2751016,332.8906361,279.4699618,78.04496434,13.54458228,101.3516752,121.7768181,306.1236737,290.5779574,242.2210179,192.055753,222.6592968,93.94987827,23.84536189,14.68104545,250.6339665,113.2591928,221.4111096,101.188928,269.6840059,289.3746728,83.74677021,127.5379745,80.1384427,113.5206727,309.3827651,192.0699365,237.0504634,125.6291003,94.93333437,336.5203744,65.45736862,226.0485583,203.6463278,194.1874729,100.6380904,180.7222731,307.4184616,116.0987822,188.9836395,267.9279222,94.06879928,128.1993406,245.3490249,113.9358107,10.65809096,157.8812552,289.6603924,173.1543549,85.398872,350.7190195,27.51287548,264.7942741,95.05874472,229.0557511,115.8517958,72.10285496,202.1695254,238.8969949,236.0027102,359.7335053,331.2648331,96.59413198,301.7665116,264.2542578,265.2562375,192.6584525,40.5635703,216.7474471,124.7491351,88.28495087,233.2182916,23.92097632,290.4392382,79.07467145,19.97046568,255.4635384,309.1541006,155.743826,240.9922671,408.1080188,82.09358305,300.4806261,232.6114614,222.2560567,16.03631319,376.9442295,360.3172241,243.652345,279.9151567,231.4564885,304.9175804,68.96879329,207.2929869,219.1777528,150.5163859,188.8976292
730,13.796,77,Catechin,C06562,76.1,HMDB0002780,Phenylpropanoids and polyketides,Flavonoids,Flavans,0.414334489,0.969965594,0.713244342,0.917173225,0.351608283,0.667500301,0.429039492,2.005595846,1.244364864,0.833848361,1.79220687,0.353569949,1.490553799,2.193037526,1.330126081,0.759147198,0.21228237,1.184157682,1.891365863,1.203263562,0.788975199,1.10565846,0.373573698,1.957965233,1.11040542,0.623008571,0.577334702,1.616418386,0.719779121,0.710796334,1.384261222,0.919166182,0.806764907,0.791486453,1.552885087,1.030389573,1.016593085,0.610985034,1.381765641,1.292592499,1.013079611,2.117852092,0.75421218,1.260562228,0.556160907,0.333823882,0.706284761,0.76417579,1.401027978,1.324272267,1.544304039,0.530636692,0.28827079,0.389078383,0.956602513,2.21980942,0.960753045,0.284358134,0.50483084,0.863478643,0.902234119,0.553868923,1.607654898,0.573941464,0.465774887,1.286863668,1.048326878,0.914971227,0.571638769,0.709389671,1.168954862,0.558785072,0.839267481,0.165747284,0.823341753,2.282400577,0.565827954,1.05260296,0.405049652,0.498862004,0.48180511,0.225084017,0.730602505,1.233440067,0.426893603,1.032463994,0.342229478,0.75915022,0.819997771,0.436159296,0.685807111,0.602360653,0.414027561,0.856020067,0.782774468,0.623883566,0.484052938,0.517908462,1.358047991,1.464596716,0.884104428,0.338754983,0.671414607,0.860822342,0.75630118,0.831919448,1.074329675,0.451082735,0.843717016,0.430654355,0.615161573,1.62335669,1.200628798,0.629261037,0.495582544,0.228830779,0.461882854,0.781015113,0.491798394,1.307837733,0.545556969,1.107227412,0.707136754,1.071451473,0.976522704,2.22642438,0.457469501,0.895364808,0.714182714,1.001611556,0.477034417,0.695246824,0.465030217,0.779383315,0.716478178,0.562679077,0.800854793,0.469715997,1.106857951,0.641479714,0.608418518,0.413102508,1.179256027,0.841092587,0.494806319,1.02599261,0.970949927,0.334319183,0.607998173,1.257461605
732,13.801,174,Gamma-aminobutyric acid,C00334,95.2,HMDB0000112,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",10.95338039,5.372229888,5.477981242,3.301553816,15.39175187,4.571341797,8.272914076,21.51439131,30.86674987,5.560158233,15.18487783,5.875513233,17.45812379,16.34275261,19.19077303,4.172131433,4.05873929,13.50162759,25.12979726,29.82871072,4.266817817,18.90093748,3.190274674,16.51645485,11.46528517,10.55089465,6.868334703,39.29405228,7.608195228,4.77214138,11.07824792,7.09434969,9.296364767,4.420465408,9.636942289,6.72450743,1.571563961,2.199353358,10.80683268,9.052658752,11.218777,12.47590259,11.5203502,16.85354457,20.53523211,22.28802673,2.573716314,2.983816282,12.4595672,13.90372838,5.843154872,3.432645068,1.121035793,1.490924057,5.441318604,6.936457032,3.042678918,0.924003577,4.051456262,3.567834689,2.295278125,4.837399725,8.995188816,1.754543125,3.506620292,3.729979855,5.876987873,3.169243584,2.017260446,2.065232884,3.093255394,4.594274458,5.863710273,1.463662005,18.23500811,6.520690833,1.496695943,5.465617072,4.245306087,3.698367483,1.836538878,0.587614788,3.092807156,3.209650083,3.225395185,3.352292384,3.310366543,4.601643904,3.782665908,1.226180218,3.120019407,4.592332302,3.658363837,3.704726115,7.299805254,3.958244667,2.166347574,4.6510969,3.824275598,4.872719469,2.18978362,0.834250892,3.580349567,3.722748643,4.376334458,2.240170106,6.403357938,1.348644662,4.213767897,7.413778349,2.370800795,4.042941451,4.274062678,3.792533775,4.215834133,1.333394294,2.520664806,1.917800352,1.628659656,4.424687668,1.362696392,2.335971984,3.345339426,1.180471692,1.504893579,4.1514371,1.585756053,10.96882073,3.133147366,2.749017383,4.831309676,3.041021566,2.838363589,5.154908647,3.365336676,4.005597639,3.586027382,0.922439831,0.770257467,2.243598572,2.843950943,2.648081878,2.703607183,2.6312279,1.667921968,4.057823879,2.952758959,1.614360926,4.899107076,1.394482527
735,13.814,57,Bicine,NA,73.4,HMDB0011727,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1.986978321,1.614016643,1.492072656,4.425447787,3.809274423,1.240864421,4.343487031,5.048758504,3.311582432,1.229650791,3.347149125,1.711491128,3.620888567,4.778645168,3.175890496,1.384661778,1.141472462,2.530449761,3.100007463,4.127048838,2.290057828,2.833496953,1.808055155,3.191004601,3.938686508,1.523136675,1.606186941,3.56869911,0.880775274,2.072517743,2.815219719,2.403830366,1.823162923,1.808544491,2.519282712,1.483015868,3.560802215,2.062547476,3.831215078,2.892263232,2.330526887,2.805538918,1.320425684,2.498688529,1.657689138,3.489945564,2.038349023,1.908921564,2.349269062,4.22977814,1.984995511,1.266965977,0.932687985,1.206161451,2.384280784,3.579633439,1.602499851,7.002650965,0.916991005,1.068249612,3.700582134,1.53947773,4.284035514,1.507754738,0.821752491,3.250070663,3.049037982,2.685831672,1.744484034,3.02864747,3.534382836,2.860599334,2.082303833,1.121938636,1.716498803,5.153482036,1.62367499,1.412562582,1.968433939,2.230755733,2.309259832,0.710474793,1.864661951,0.981252787,2.549378554,4.7459163,2.982375933,3.267505847,1.143405659,1.475739231,1.487863546,1.437486764,1.963564154,1.503114764,4.37859288,4.187859267,1.058659851,1.758298445,4.858131257,5.065379552,1.690861572,2.443692355,2.438867628,1.41296761,1.446193369,2.74303769,2.586643604,1.191436215,1.911019463,3.403028329,2.801825387,4.827781411,3.839058841,1.684902187,1.433034197,0.621619933,2.751063482,2.106285238,1.59658046,2.600704096,2.652688971,3.990706802,1.463641932,3.605110507,2.345840433,2.108660446,2.491162026,2.095917393,1.587907086,2.510852158,1.271460684,1.763324436,1.043411548,1.419511452,2.376000315,1.318477725,1.278813378,1.098894216,4.807878468,1.754498628,1.933011141,0.459839429,4.039801986,3.224477753,2.205084317,2.309103795,2.381895441,1.521777887,2.103607072,5.050476306
739,13.847,174,Glycyl tyrosine,NA,81.1,"	HMDB0028853",,,,0.000246243,0.000184015,0.000488712,0.187685847,15.03018993,0.000191515,0.000656198,0.000424728,0.064528519,0.001092068,0.000240277,0.000293661,17.17922058,0.000531802,18.866177,0.000698417,0.019347362,0.000814674,0.000577749,29.7659286,0.000527147,18.68584489,0.001161067,0.000273775,0.000293398,0.000611102,0.000100491,37.88379832,0.001241423,0.000708254,0.00014741,0.000155633,0.000537239,0.000416412,0.000329889,0.00246386,0.407408793,0.0003533,0.000437596,8.48E-05,0.000269723,0.006391165,0.002464089,0.011858319,20.36409479,0.120051362,0.000301147,0.000517286,0.001892596,0.000142985,0.00096641,0.00030865,0.000133263,0.017612924,0.000891622,0.000324815,0.026727768,0.275386139,0.000642927,0.000571172,0.000495074,0.000328038,0.035210327,0.000353753,9.77E-05,0.000282311,0.000300959,0.076886809,0.011708015,0.000433474,0.000115409,0.000435346,0.00110619,0.000359007,8.84E-05,5.17E-05,0.000132924,0.000814633,0.000254702,0.285133079,3.45E-06,0.125382838,0.014339148,0.009544644,0.068668193,0.000280452,0.000459432,0.000823123,0.000329155,0.000136214,0.034877122,0.000228334,0.000425329,0.000844553,0.043731494,0.272186294,0.000491346,0.000431497,0.290404036,0.043785699,0.003371376,3.19E-05,0.013335396,0.003092121,2.926611239,0.000357398,0.000604417,0.001417559,5.86E-05,0.000286344,1.69E-05,0.000557373,0.010001948,0.003432102,0.000107208,0.000643854,0.000975359,0.000201173,0.000478349,0.000285756,0.000192199,0.000341763,0.001171168,0.383012743,0.014933193,0.013267815,0.000158639,0.000253821,0.000467124,0.000248728,0.000669656,0.000374074,0.000869261,0.000481141,0.00064908,0.000205058,0.002259095,0.003371569,0.005734888,0.000339845,0.000563228,0.002628371,0.000470084,0.000596406,0.000361025,0.000302509,7.79E-05,7.51E-05,0.000140135,0.000711509
741,13.86,174,5-methoxytryptamine,C05659,88,HMDB0004095,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,0.000246243,9.11E-05,0.000365402,0.373284678,0.000104226,0.000115898,0.000457648,0.000158297,0.064528519,0.000952019,0.000175472,0.000253287,0.000182876,0.000282166,18.866177,0.000509183,0.019347362,0.000617822,0.000223346,0.025305886,0.000142007,18.68584489,0.001062951,0.000108507,0.000126851,0.000376399,5.51E-05,39.43449752,0.001241423,0.000536959,6.94E-05,6.13E-05,0.000310695,0.000411573,0.000163513,0.002185128,0.436038321,0.000213681,0.002700494,3.45E-05,0.000153475,0.006058597,0.002464089,0.011858319,0.036462089,0.120051362,0.000258315,0.000361294,0.00069206,5.91E-05,0.000666404,0.000166096,0.000114787,0.017612924,0.000671911,0.000133565,0.026727768,0.537089929,0.00030807,0.000571172,0.000384683,0.000144849,0.031785132,0.000293977,4.46E-05,0.01403755,0.000190204,0.070764761,0.011708015,0.000433474,0.000115409,0.000182138,0.000919749,0.000284062,1.92E-05,2.08E-05,0.000132924,0.000525539,0.000158397,0.270005755,3.45E-06,0.107170191,0.014339148,0.009544644,0.077589286,0.000117603,0.000267247,0.00074321,0.000329155,8.47E-05,0.032872256,0.000187936,0.000232009,0.000619667,0.041430174,0.039325719,0.000439729,0.000301807,0.290404036,0.200287041,0.003379879,3.19E-05,0.010592818,0.002828561,0.001085805,0.000236235,0.000407694,0.001417559,5.86E-05,0.000164717,1.69E-05,0.000308425,0.010001948,0.003432102,4.94E-05,0.000643854,0.000846926,0.000201173,0.000340349,0.000123996,0.000169933,0.000183543,0.000741565,0.387537892,0.014205348,0.000307988,8.30E-05,0.000105903,0.000403769,0.000131773,0.00049344,0.00033226,0.000736439,0.000360752,0.00044585,0.000205058,0.002259095,0.003371569,0.005734888,0.000234163,0.000442864,0.002628371,0.000405766,0.000530082,0.000199225,0.000190548,4.26E-05,8.16E-05,8.74E-05,0.000711509
762,14.137,73,L-cysteine,C00097,95.6,HMDB0000574,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",23.70789178,53.45337659,22.27985232,50.08628,46.35889843,19.4751073,30.47059205,40.55618874,23.34305924,50.6054428,50.57777683,25.62639785,31.34149167,39.22248294,51.90914017,26.08344983,58.51143679,47.6080345,22.17708655,19.51439919,28.91510524,45.42559716,12.90570031,46.53229683,35.22469907,22.77398314,23.71777267,43.69949947,26.80133541,26.2983298,10.00215597,24.64039543,24.36079129,27.91396354,15.77472051,35.83018235,4.355615316,27.0970491,41.55939121,39.43632008,30.35349083,52.50996164,18.89869902,2.913105549,56.12993809,37.47609729,31.91839564,23.50688347,25.75790823,35.53467042,29.8222669,33.50525737,31.05509135,34.39230214,59.60835011,59.21267236,21.23433683,70.39353869,27.35141739,13.54173473,19.80939879,62.90468609,8.129517116,26.5735251,42.00728729,43.47970672,49.52554566,26.55155696,26.38268566,29.98759528,3.562818265,39.24887595,33.7375981,23.30907432,15.44052563,10.29375665,4.534514207,59.30489856,76.26393606,31.26078169,12.91384351,2.800731894,87.17076425,53.24997717,6.236337563,50.11207806,50.23472736,23.23986988,12.78833508,9.137782492,28.64868691,32.55723895,17.1767982,6.835692791,63.00766889,25.44202846,19.1625942,33.30576013,19.09399375,22.65321495,5.47711904,39.31224898,39.73514517,30.55082137,13.59438157,23.00862069,25.64616774,15.16701536,32.26353087,25.18664085,20.19612515,10.4307688,58.3701143,17.74336554,41.67507804,17.29652358,17.14576776,20.01874656,13.2776773,52.39828359,59.32689631,41.43800592,47.52539811,23.66875504,72.21043844,18.51390805,23.64979169,28.71070717,24.41114906,45.39526696,18.29312311,33.52294044,24.61490973,26.96475977,54.55299312,26.01879024,17.27242122,25.94441604,3.559423377,17.21167111,14.15259656,15.82725534,9.411064406,29.11975145,47.63582734,39.21482218,51.42020454,17.1366197,22.50890758,46.72404286
771,14.263,73,Erythronic acid,NA,93,HMDB0000613,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,2.424826683,10.23860782,3.460272698,12.2019882,2.71959972,2.227279796,5.711259719,1.87491876,1.790145433,2.29224097,1.77351813,3.874491298,7.110006681,2.95264277,5.443284715,3.444411164,4.701287623,6.189074322,2.538483615,3.722384,3.197636064,1.228118225,3.120470953,5.377128439,7.230631213,2.106516913,1.632478854,2.783750505,2.698194609,3.126429014,4.937017652,3.17997238,2.575759833,1.967330489,4.018092486,2.006820436,1.550801134,3.95866807,3.455399948,11.59434432,2.254704006,2.881379669,6.630218395,1.874012806,4.006822663,4.584496378,2.420858483,2.507634467,2.656429587,4.291429804,3.660386558,2.093191695,1.291934567,3.833001297,2.679417629,3.697120702,0.85804022,5.503425698,1.452091104,1.649853703,6.831849569,1.250633808,6.052488421,1.521262757,1.176499823,1.980859202,4.603275713,4.520659969,2.254180126,3.230396396,4.965701179,2.647794906,1.188948846,1.558586244,2.917564285,4.330377299,4.994704079,2.131320324,2.189982687,5.045150228,2.72842095,2.478167619,2.445077192,0.823593529,2.579419903,0.873559848,5.275862979,1.736171391,1.709443232,2.456115353,1.186275403,1.550592922,2.35151496,2.060418721,4.197623378,3.710658507,1.894209447,2.50232213,3.353206775,19.65458805,1.413798457,1.207515275,1.923988676,1.635692658,1.195109588,3.106133401,2.852350928,1.620324741,1.598164585,3.407417311,1.994747263,5.529361183,10.31060419,1.674360175,0.930813191,1.107302299,1.575227003,1.768205755,1.764427666,2.510845617,2.743797219,2.742637754,4.080614258,14.54340761,1.585144522,2.01886789,2.264611874,3.007023152,2.06474616,1.401576204,3.488129415,6.243888888,3.065216196,1.800946563,3.161285825,1.4450605,0.782760704,0.713368327,0.790764449,1.670898544,3.466693118,1.597816897,5.797744112,3.325167793,2.175682291,2.066413242,3.422854112,1.238449378,0.955599065,1.610183618
778,14.346,73,L-2-hydroxyglutaric acid,C03196,93.8,HMDB0000694,Organic acids and derivatives,Hydroxy acids and derivatives,Short-chain hydroxy acids and derivatives,0.332056028,0.750565744,0.182010954,2.459610252,0.066665229,0.00514305,0.064235863,0.001090953,0.053428204,0.250949649,0.184220453,0.000799228,0.073175017,0.041407319,0.041974191,0.059082819,0.530794648,0.085164697,0.053597256,0.002399992,0.078171338,0.020151757,0.121656077,0.454118478,0.001164187,0.200403141,0.036027406,0.000824573,0.041153198,0.039566522,0.063558499,0.00184061,0.000739165,0.003201904,0.426173804,0.008582701,0.30468858,0.33757284,0.773057481,0.558410531,0.002441932,0.000501466,0.01721712,0.002732575,0.002441907,0.077160866,0.011218565,0.216913654,0.056187955,0.036860641,0.253152128,2.98034766,0.764124759,0.803485827,1.367371329,0.87227264,0.756270945,3.540607863,0.293118856,0.647491081,0.449975073,0.97018312,0.774915144,0.498688946,0.416758642,0.692134222,0.861920193,1.077385053,0.450880233,0.413943215,0.585353736,0.523198643,0.284639913,0.29265196,0.021964184,0.330569051,0.351760041,0.83343949,2.355928468,1.011481428,0.199446945,1.452644163,1.320387045,1.62164318,16.82213054,0.35863226,0.847204815,0.429909773,0.225983861,0.523877688,1.82865843,0.601126596,1.216543906,0.625910953,1.725188017,0.524326114,0.569623626,0.142461746,3.421623994,0.844407639,0.757231004,0.229264126,1.320063066,0.31425456,0.786035976,0.86768196,0.210947593,1.214440483,0.593628092,0.496221391,0.31622335,1.129628359,0.496456493,0.551318668,1.167288267,0.227441595,0.346200268,0.410969567,0.641647062,0.853634819,0.498418861,0.959080399,0.563775462,8.185697918,0.5809309,1.072813122,0.359535487,1.202733454,0.607825535,0.406569411,0.641683287,0.215358247,0.571357289,0.618973546,0.561812534,0.689539836,0.956694625,0.361188784,0.641270124,0.523688136,0.172778688,0.257861037,0.586663633,0.659239829,0.245780022,0.552866193,0.593695193,0.133055301,0.742141212,1.529859514
781,14.401,73,O-phosphoserine,C01005,85,HMDB0000272,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2.608927996,6.308875497,1.398978805,12.98713292,10.19282984,3.944967894,12.64794913,5.038527466,0.891905336,5.441313614,1.435218298,1.911837891,8.981010872,10.46521749,10.58920063,5.144294139,3.937690365,9.073456777,7.233683972,6.941962344,3.81837665,5.475329228,2.476531441,4.121459051,8.602990933,2.09944134,1.843766251,8.617760964,5.515700314,3.533712933,5.134120266,6.253710175,3.824885894,1.725545613,5.79685376,4.706942021,0.06287742,6.95665009,8.129183424,7.421513742,8.053276186,3.751425636,2.559720148,2.830878392,25.3511406,8.938409579,2.779985152,2.066765615,1.778713549,5.283006745,0.349694568,0.209475735,0.283978924,0.759934585,0.546488803,1.813268775,0.264672413,3.81007177,0.458348621,0.112940003,0.207410346,0.643192658,5.361869235,0.23892919,0.330556436,0.424443656,1.510754715,1.894001585,0.19912559,0.002572333,0.447368169,0.16290528,0.961359278,0.431769966,0.064275265,0.168347703,0.393945807,0.320649387,0.438362518,3.34989958,0.352337261,2.607677183,1.789686632,0.358653901,4.258560708,0.001184292,1.319133156,0.954808558,0.073819399,0.266143035,0.451723996,1.056333813,0.604927415,0.16166436,1.178592947,8.118380404,0.374884539,1.801071661,5.168617005,4.813075596,0.409831494,0.018026031,2.231335106,0.144064654,0.054918967,0.012457417,0.412152229,0.009752945,0.118769092,1.730786787,0.540606949,2.404517249,0.528530233,0.014625484,1.192071298,0.221706018,0.446400399,0.000801024,0.238812248,1.773214266,0.960442218,0.653830111,0.453031673,6.529252744,0.19980364,1.386889258,0.172083393,0.133198726,0.178381623,2.067099346,1.64487642,0.108410455,1.290643735,0.069123454,1.139561639,0.158499443,0.020156852,0.121074134,0.661036536,2.094855853,0.053522349,0.266985616,0.236191913,0.60132205,0.267868027,0.362888834,1.151809476,1.026419851,0.915331447,0.574153933
784,14.489,73,Glycocyamine,C00581,88.3,HMDB0000128,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",0.005359957,0.589304276,0.173524994,0.250688394,0.591466534,0.269025026,0.202431315,0.929721044,0.539215047,0.13689601,0.093648141,0.253147659,0.996239444,0.023516,0.798756552,0.019511114,0.237742817,1.342911149,0.548701845,1.538271002,0.397497659,0.323561068,0.006439691,0.041897828,0.425318443,0.293737676,0.233829759,2.295328586,0.011888878,0.377310414,0.014341932,0.284293354,0.187125018,0.312485901,0.198385707,0.298298954,0.494363103,0.460485061,1.413603533,1.009480603,0.660149838,0.191528142,0.563355824,0.365835134,0.697297457,0.568646778,0.116219474,0.011971211,0.006314976,0.548008209,0.085607182,0.183544403,0.592395166,0.178103749,0.481989329,0.371779078,0.21125842,0.336957208,0.102133289,0.069100041,0.444644737,0.232969056,0.335283645,0.301143329,0.16922583,0.389486453,0.235848387,0.139180282,0.276763209,0.801521831,0.355286426,0.138891019,0.52236906,0.204873076,0.139993823,0.398664658,0.430970352,0.001613796,0.150494399,0.096351293,0.46432171,1.008215982,0.017017339,0.154574572,0.409516976,0.53505876,0.166479543,0.306659806,0.312316148,0.265702415,0.136300101,0.259413328,0.220244868,0.232437128,0.528953438,0.02805652,0.262652465,0.244021108,0.026453598,0.049713777,0.15442205,0.314706335,0.378420688,0.065725184,0.285927251,0.354439516,0.243988302,0.136470188,0.173490749,0.674638202,0.470197939,0.164067187,0.110314386,0.359355399,0.28729329,0.407846709,0.414416152,0.43111122,0.270925995,0.219236333,0.423471964,0.444516674,0.19270199,0.27116231,0.148512569,0.056456438,0.263515651,0.124305159,0.098155621,1.026944439,0.327362329,0.134411943,0.300639746,0.018124225,0.184911644,0.332713489,0.478063534,0.207649511,0.899497842,0.071447797,0.246428692,0.067263983,0.087297001,0.183542726,0.380353963,0.542436828,0.113112526,0.278557719,0.164860707,0.163797494
786,14.622,147,Beta-hydroxymyristic acid,NA,84.3,HMDB0010731,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,0.333847364,0.363778227,0.292331942,0.281503854,0.00554331,0.287134049,0.340972389,0.279092946,0.36852957,0.300594489,0.403511731,0.339466307,0.378919883,0.222287051,0.227765889,0.361874687,0.317323656,0.296270869,0.213869261,0.30584547,0.35084939,0.145215333,0.418162296,0.275036911,0.568853311,0.252746757,0.346329262,0.370833952,0.174771872,0.462152316,0.230371673,0.198667116,0.638944328,0.312964251,0.252665695,0.347790398,0.362751612,0.381535386,0.553966972,0.317704147,0.269362306,0.298530093,0.223777378,0.251786477,0.004262299,0.300352725,0.501837081,0.426936664,0.361535503,0.271497817,1.637819204,0.218712917,0.171473636,0.008419019,0.192066713,1.213959301,0.206255905,0.526086772,0.002463834,0.198898148,0.557209965,2.456653548,0.005178991,0.393428359,1.174652908,0.210501598,2.773339464,0.785827114,0.28417198,0.403634746,0.549933193,2.452305689,0.184367006,0.188152081,0.234157869,0.413928022,0.329897456,1.824917847,1.238459899,0.191760785,0.224305525,0.213971858,0.249516805,0.145309499,0.200669206,0.73197373,2.928785133,0.658889364,0.997246995,0.213619539,0.315596739,0.219528648,0.232444671,0.393170701,3.120860772,0.254251675,0.268303276,0.262056865,1.245157684,0.497412758,0.312355452,0.363745998,0.167490312,0.60311804,1.473727978,0.295012887,1.218573904,0.262719196,3.125822006,0.223142728,0.434157931,0.005949383,1.805841097,0.28438615,0.172573084,0.246361731,2.057626447,0.487351102,0.202960984,1.413254783,0.249861769,0.420292459,1.211157646,0.386141072,0.249431332,0.268501425,0.323899706,0.113189458,0.298956209,0.46502678,1.990780642,1.379998206,0.945521147,1.570674395,0.255987111,0.458617185,0.012142262,0.237293966,0.659644074,0.319771423,0.346624903,0.121693857,0.392600467,0.397233615,0.407724122,0.142642725,0.302872904,0.340374102,1.248612638,0.400812717
